name,followers,popularity,spotify_url
Phạm Anh Duy,28574,43,https://open.spotify.com/artist/5HnaYivMXMHeOKCvyPGUkk
Rocky CDE,16677,45,https://open.spotify.com/artist/2lnesmkx2eGDj0wTUv61Ch
NSND Thanh Hoa,2632,7,https://open.spotify.com/artist/6jz7YuFH9wdID30tgjPbqn
Em Ellata,12050,36,https://open.spotify.com/artist/2gHZhGddcfiD6ASs7pK1iD
Nguyên,50469,44,https://open.spotify.com/artist/0axAywC6N1oXIqe4HQL2Gw
Đăng Khôi,5910,38,https://open.spotify.com/artist/38t6Vs6rCEF4cnICHAGKYL
D.Kies,1094,30,https://open.spotify.com/artist/5NieebgCXvb8TUaUsO29L3
Thiên Kim,16513,24,https://open.spotify.com/artist/7c2DLQ7w7uZr6L4DLb2yqF
Bích Hạnh,15,2,https://open.spotify.com/artist/5oOa7LYI1ifN4XFIWaz791
X2X,50070,30,https://open.spotify.com/artist/1d4YJtFsbGtOL4b06ylPom
Huỳnh Thanh Vinh,188,7,https://open.spotify.com/artist/4r5hUJtHkHDk3aNKmV7k6L
Viet Hong,0,0,https://open.spotify.com/artist/651QIFg5eRyuRmZIJMFlvd
Văn,443,38,https://open.spotify.com/artist/6BXLroL2A91OYnzzYOTDJv
Nhật Hào,1371,12,https://open.spotify.com/artist/2qKwIfU7WcEuTa69UhnE3J
Sơn Soho,597,8,https://open.spotify.com/artist/4eveyVuyqN7hjBcVzDVae0
Hạ Vy,7946,21,https://open.spotify.com/artist/66gRHQIfdzq6rm4dHK28GW
Thanh Nhàn,277,3,https://open.spotify.com/artist/68qDycuknx56sWUhxjaT5w
Thanh Thanh Huyền,6,0,https://open.spotify.com/artist/6zuNFejk5K7DPKE7tKUqJw
Double2T,103290,37,https://open.spotify.com/artist/1NM99SQTX93oCkzvNXWJCf
Emcee L (Da LAB),195568,53,https://open.spotify.com/artist/4bPYvyUn1mWwUwIW57oST2
Vĩnh Thuyên Kim,41603,18,https://open.spotify.com/artist/2hQhwewANVvoJkH7SHEdEs
Bích Thuận,20,3,https://open.spotify.com/artist/4FEDb6eik1CVEIR8QZyZL6
Trần Đăng Dương,96,47,https://open.spotify.com/artist/5pyjjs1k7keBTqwhkVs7MA
Châu Khải Phong,189963,37,https://open.spotify.com/artist/1RZSSA978w2tUKtXqC6XGZ
Đan Ni,29,19,https://open.spotify.com/artist/5VeyCA3STfUjPXR5sPX6ft
Chi Pu,362273,39,https://open.spotify.com/artist/6jRD85dsXJYn5vv73rqSGi
Văn Vĩ,0,0,https://open.spotify.com/artist/4BoNNg3s858Bn04RWN7AH2
LONGK,68,15,https://open.spotify.com/artist/2zYHfXyQ432mvYJuP2cbp9
RealestK,442925,58,https://open.spotify.com/artist/35R1B97CfrqKFFI3QBkTDx
Dangrangto,219902,66,https://open.spotify.com/artist/5xY6E5PMZNtz9jDvxTRiGI
Tùng Lâm,71,0,https://open.spotify.com/artist/2jVpWe3UHNLaLtCRNFDk5b
Bà Năm Sa Đéc,0,0,https://open.spotify.com/artist/3xoWaTV0uaNC023y6pKBB5
Nhóm MTV,588,4,https://open.spotify.com/artist/0bj1pueoPZSysfwePchuhI
Avin Lu,1188,23,https://open.spotify.com/artist/0va0d4S89QpwDbKAAVGZjf
Phạm Quỳnh Anh,48063,43,https://open.spotify.com/artist/033tY0EKEVdDtzoeEMMCJC
Vân Trường,167,8,https://open.spotify.com/artist/5fpXnyKH9lOD4Zti44dlYb
Lý Bực,8011,32,https://open.spotify.com/artist/1pqC3oSnMeSmehSgahdji5
Ngân Ngân,10059,38,https://open.spotify.com/artist/2ukex9mJuIbR6msM02Flwf
Khang Việt,0,0,https://open.spotify.com/artist/1LttrSMGMOLGDPPwqQBdW6
LeeHi,1994578,68,https://open.spotify.com/artist/7cVZApDoQZpS447nHTsNqu
Hà Thanh Xuân,7194,26,https://open.spotify.com/artist/5dJC6sFNciDahBR0AeaGvH
Kiper T,998,26,https://open.spotify.com/artist/0DVbTrEQjCbRvMxvXVJomz
Long Phạm,11302,18,https://open.spotify.com/artist/6zT2FhcGjJxOkuEB1oC7MN
Hoàng Nhất,92,1,https://open.spotify.com/artist/2CyJ2oo7lE0UmzpvERteK7
Lê Hiếu,113955,44,https://open.spotify.com/artist/4sOvsEM0ooH149joyEm7Wg
Ngọc Linh,647,41,https://open.spotify.com/artist/14RscV8jZp2WBjJMr3SNK9
Phúc Bằng,21,22,https://open.spotify.com/artist/1kBTzdie4KVFa9ueZyd0lH
Twenty One Pilots,25164423,83,https://open.spotify.com/artist/3YQKmKGau1PzlVlkL1iodx
Carol Kim,705,16,https://open.spotify.com/artist/4INNa8d1QXO7g46ZTODpR2
Lemese,18898,38,https://open.spotify.com/artist/0DL9VpY3UsZWQyDOO5Ej2o
Tùng Dương,29342,47,https://open.spotify.com/artist/4rBvN6UImNzcY5abMKdAuw
Phuong Quang,32,1,https://open.spotify.com/artist/5B8yLa8itE7O0HkbTdz9ZU
Tran Hong Cuc,1,0,https://open.spotify.com/artist/19lWl2rjQolRHCpbxoPTS4
DÍNH,17592,26,https://open.spotify.com/artist/77b4s2pD9ezxA8EVti2cJw
Thiện,7,0,https://open.spotify.com/artist/5Ey2QDV20TPGPcSdbOU3Gh
Hổ,2048,34,https://open.spotify.com/artist/31tcsz1SJ59GeQQEJeKuvZ
Bảo Anh,510644,45,https://open.spotify.com/artist/4fCHhderLwLacsIOIKgu3J
Bozitt,37204,36,https://open.spotify.com/artist/5TPzMTLOTGx95E7pizHYkP
JAPAN,2752,3,https://open.spotify.com/artist/64X4voYmjBrXWZiIE2dVHA
Trung Trần,24864,51,https://open.spotify.com/artist/2v14NO80QYditUms7sbEIZ
911,175063,41,https://open.spotify.com/artist/3H7pODXycF821OnRyAw2VT
Tyronee,7895,54,https://open.spotify.com/artist/04xz9bIBYTIqEpmRvQkfvu
Thanh Long,283,9,https://open.spotify.com/artist/7hUhm8q7W8fanAj40kBUGj
Minh Huy,32019,49,https://open.spotify.com/artist/5zT1Ku9mzzl6RW5y4z0hUK
Chí Hiếu,20,1,https://open.spotify.com/artist/6jaYbfLMz6yO4Qolb7YxZu
Tú Linh,222,5,https://open.spotify.com/artist/4SNV7dATjgEZofhRpHo6Jl
La Thang,422,4,https://open.spotify.com/artist/1oy7dXFDtJIzdhUJSzcX0C
Hamlet Trương,30455,27,https://open.spotify.com/artist/3pPDTtBCrtELyG9u4PVdYC
Kim Hương,6,0,https://open.spotify.com/artist/1ael9cpH6S0eJz8DHdukIu
Tọi,10823,29,https://open.spotify.com/artist/1aVkG16ZfTc5XJ9qP7ti7i
Ngô Trúc Linh,1852,31,https://open.spotify.com/artist/3bIjTVTHxlmjX6evb17xMM
Nhật Kim Anh,42484,19,https://open.spotify.com/artist/6kdtnZgdQbt9OH0RxQoSof
Hà Anh Tuấn,1260145,48,https://open.spotify.com/artist/3FwYnbtGNt8hJfjNuOfpeG
Van Loc,0,2,https://open.spotify.com/artist/0AMwT91OKgF21wkBrroTwM
Đặng Hồng Nhung,288,4,https://open.spotify.com/artist/38TZDDyxoQo6zncw44LVk6
Nguyễn Trọng Tài,33522,30,https://open.spotify.com/artist/2UCPMrvFm42t3w5duYfQHl
Hà Trần,101348,37,https://open.spotify.com/artist/37cUqDVdpydDd8VtNlCLuk
Không Gian Cảm Xúc,1015,20,https://open.spotify.com/artist/337jGAhZm8nqw6BhdtnhsA
MYLINA,7018,37,https://open.spotify.com/artist/4yx3BsXxY9l6BRyStNIB8y
Bùi Lan Hương,53643,47,https://open.spotify.com/artist/2XtMx7EHHODQSeBzDCBec9
Muộii (Starry Night),1187,48,https://open.spotify.com/artist/1Tdy7LZnrufTyuEbgDi1D8
JustaTee,1114403,59,https://open.spotify.com/artist/3rjcQ5VIWCN4q7UFetzdeO
Trịnh Đình Quang,721,20,https://open.spotify.com/artist/1LIlnht1t74AuK87WmyTmZ
IC Music,1002,24,https://open.spotify.com/artist/1czBekiZY58u6kBfqLzEFD
Slow T,3445,20,https://open.spotify.com/artist/5QOqH8BG0InIySjZEKSdBO
SOOBIN,1002205,62,https://open.spotify.com/artist/6CGGvCBHWqQ4HXtn5aLhbh
Lil Liem,6833,42,https://open.spotify.com/artist/5WtJZwEnoNM2Te1jh6Uftx
Tuấn Ngọc,113347,35,https://open.spotify.com/artist/7iGWE6DvwRabk2DIgbTJ1n
Chi Tam,102,8,https://open.spotify.com/artist/5SwSK1hvAskWdvZQBQE4VP
Minh Thuận,3075,13,https://open.spotify.com/artist/40N72MrdhXm9Dk0xLWeZN1
Huỳnh Hiền Năng,0,6,https://open.spotify.com/artist/1oTE7KsOKWBEvehA5t0HqZ
The Masked Singer,282530,50,https://open.spotify.com/artist/1dwfi5uS5pfQMhAic73Q7L
Hyarways,18297,37,https://open.spotify.com/artist/5fZISrWpU2tsvIzkxxad72
Da LAB,1126007,61,https://open.spotify.com/artist/6zUWZmyi5MLOEynQ5wCI5f
Ngọc Nuôi,1,0,https://open.spotify.com/artist/4EXjnBJPSI8imEKMFNgOkR
Minh Canh,30,0,https://open.spotify.com/artist/202IWx3hsAmRRhz5UNPLA4
Shiki,55603,62,https://open.spotify.com/artist/3hRnvEdu1iPyB6EzMBbuZq
Mạc Mai Sương,6327,40,https://open.spotify.com/artist/7fMznGrNJs6H2kZbiqDPgE
Hoàng Cơ Thụy,5,0,https://open.spotify.com/artist/5vzcW80GopuAptHD76nFpF
Jung Kook,17210114,84,https://open.spotify.com/artist/6HaGTQPmzraVmaVxvz6EUc
Đoàn Thúy Trang,2586,33,https://open.spotify.com/artist/6a2HlEBitf6DvSbGaRyyPU
Nguyen Van Hung,249,0,https://open.spotify.com/artist/57C6dQ3a4pYTqtEf2um0RQ
thaison!,5775,28,https://open.spotify.com/artist/1VQyG9aks9QYQYzwmP12Fz
Min.T,2255,20,https://open.spotify.com/artist/5d2RwPuuWdToK3ZeJEjHLM
Homie Boiz,30,20,https://open.spotify.com/artist/2oSLZcf1n5RyC8AnsB44A4
LOPE PHAM,2642,37,https://open.spotify.com/artist/3n56g8JEOhO9CwLHpfWgie
Quỳnh Trang,19728,24,https://open.spotify.com/artist/76p6SuLTYuJutQQYcXMgbw
Hữu Tài,0,0,https://open.spotify.com/artist/2XzMcwT153sxUXYzJqBa4j
binqang,112,24,https://open.spotify.com/artist/675xpzZIblnfsuIgYe6iTN
CHILE,12,6,https://open.spotify.com/artist/7LCerUSyDagKwPRY2XdfhJ
Hoàng Châu,3398,20,https://open.spotify.com/artist/5lT2Z4mvk3YMcy0P87Y8uZ
Trọng Hữu,649,5,https://open.spotify.com/artist/2xlkO1waIEdPeBerFI4zCS
Ông Cao Thắng,3852,27,https://open.spotify.com/artist/7E4u2CbTv2fxJ1icOJoABa
Phương Diễm Hạnh,8566,28,https://open.spotify.com/artist/2krRBoiGvFkthnQ1VMML1A
Hà Phương,3002,11,https://open.spotify.com/artist/5JrB3x7l6ij0DyDh8LXQJq
Đức Mạnh,10,3,https://open.spotify.com/artist/2Qn6ndlvEGBuW9C1UtktU4
Khánh Phương,139513,35,https://open.spotify.com/artist/6Sz9jchJpz8HyBTtkPvYDT
Châu Tâm,0,0,https://open.spotify.com/artist/5WC8G1eayZwmNXYhiscAQE
Noo Phước Thịnh,819015,51,https://open.spotify.com/artist/3mibIJiduF0MVLLAvHZAxw
RIO,6779,51,https://open.spotify.com/artist/4dH6uW4FU977FDuTcCHGUf
Ha Bi,6,0,https://open.spotify.com/artist/7fO6uBOog06LIENNhLS0aq
Nguyễn Phúc Hậu,1297,18,https://open.spotify.com/artist/2mnGSe7NUCWyRVrkb262qT
WinD,1110,30,https://open.spotify.com/artist/5HHmWbEwrMcoj1E5KhfQgN
Hoang Anh,3,3,https://open.spotify.com/artist/5KNgKEXmduhsXt6Nn7rbzj
Nguyên Hà,212793,42,https://open.spotify.com/artist/5Ib3D8UtLdYZjhVNWzwfoH
Phương Dung,26374,23,https://open.spotify.com/artist/2P7WrPkRtQLLJY5KPOmDt3
Lâm Chấn Khang,75203,35,https://open.spotify.com/artist/26NyVPtPZVaLKTuHhEKHQR
NICKY,27366,50,https://open.spotify.com/artist/006RBJU7ScwRg9eouP4kJw
MONSTAR,233816,47,https://open.spotify.com/artist/2CLdtsyD2NsTOBBOVr7fi8
Khánh Hà,29593,25,https://open.spotify.com/artist/2MgeW2T979JpySoUptfZju
Xuân Hạ,8,1,https://open.spotify.com/artist/4vefVCFUPX6zJbGohSKSpv
PiaLinh,4235,48,https://open.spotify.com/artist/5Xn0cJrrcslCWCzPXNTy54
buitruonglinh,567727,64,https://open.spotify.com/artist/7Cp2hGcriAaDUAWpXnSEwm
Deus Tiến Đạt,2894,32,https://open.spotify.com/artist/2UMBxgeruRK9rpr2kkNze0
Nsưt Lệ Thuỷ,16,1,https://open.spotify.com/artist/5AKuhos9pUlAYccyS7L8ii
Chillies,925920,54,https://open.spotify.com/artist/2xvW7dgL1640K8exTcRMS4
Thanh Lan,27865,21,https://open.spotify.com/artist/6RYfTf1zDRu9rnOzo8QRJD
Tám Vân,0,0,https://open.spotify.com/artist/7cKZidvXzxTrbZtpwZBusg
Hu Nan,18,9,https://open.spotify.com/artist/5j2Ol9WFGK4ZJyngpfaa1c
KAIZ,10349,50,https://open.spotify.com/artist/5Oy8zRNFImMUeoAxjbT7Bj
Trường Xuân,0,0,https://open.spotify.com/artist/0bJLEAnYNRwlZ7Yh3HVzT6
Bích Phương,1221698,49,https://open.spotify.com/artist/5fa13NJjmn2uQ3dxZDi2Ge
Cường Seven,7002,45,https://open.spotify.com/artist/6uPQqRyJMiXn3lHCh0oJIt
Mcee Blue,1428,44,https://open.spotify.com/artist/7iPTxzfZ1OG4gNiWU64nmk
Nguyễn Phi Hùng,10025,22,https://open.spotify.com/artist/4jalOWaM2UhKpM2h71TsRP
Hoang Rapper,871,21,https://open.spotify.com/artist/3jbVXHysvUUEctMAS47Q1R
Vũ Minh Vương,45,3,https://open.spotify.com/artist/0Jc3VS8GBW8pfyLA1VGXwf
Bảo Yến,41670,25,https://open.spotify.com/artist/0pOtP6jMG4IXacNYJIGTAe
Thanh Sang,448,2,https://open.spotify.com/artist/3X2s6NdwApwUW9xcA7JdCu
Lil Shady,6051,28,https://open.spotify.com/artist/1Tu9DctzLsjToUKxsOh6Fc
Lil Z Poet,2204,34,https://open.spotify.com/artist/17HDOSh7Do1hpwVpTSmgjt
Đông Nhi,303688,42,https://open.spotify.com/artist/6JTiPLdbZD2e0tDsN15U1s
Chilythoi,18,0,https://open.spotify.com/artist/55IGaQFUU5CMjBq5E66Pmi
Tùa,11200,35,https://open.spotify.com/artist/6OX2h0HXN8oN2tb2pmYOby
Poll,1850,31,https://open.spotify.com/artist/3xQWxnx3qhT127zrRaRXMN
Lucin3x,5401,43,https://open.spotify.com/artist/2LhBOKigSJoFuqyoy4GlW2
Blacka,22191,30,https://open.spotify.com/artist/0JggLWdYe1p6oHZoHpyPSD
52Hz,161275,54,https://open.spotify.com/artist/1y28JlO6rDMUB5rkcA4RAh
Phạm Khánh Hưng,7697,37,https://open.spotify.com/artist/676SkTLXPL9gO2Mt8aP9N2
Lệ Thủy,1943,14,https://open.spotify.com/artist/58xYgoHiYkFAM4cNJCvuWE
My Anh,31998,37,https://open.spotify.com/artist/3C9BZr3AmjZ89zzcOdkA4i
Châu Bùi,236,14,https://open.spotify.com/artist/6mKDR6IdsyqRp38x1uigAR
Xuân Phước,0,0,https://open.spotify.com/artist/1CoZLhi4aEja7JImMuKWGY
バック・フエとその仲間たち,0,0,https://open.spotify.com/artist/2YzX4lTvLhGs8M65dGwLVt
Shartnuss,7906,46,https://open.spotify.com/artist/2BoU3GzyaG397l5ci1twa9
Vân Quang Long,15285,16,https://open.spotify.com/artist/0jFz5Fa0pFuiTZsvJXBMVI
Phát Hồ,69456,30,https://open.spotify.com/artist/1Y6nNqZKrsUSLnG5jwXVJv
Hoàng Thục Linh,9593,34,https://open.spotify.com/artist/5lfRIXoidHgyFNcoI9pJ7L
Hà Mỹ Xuân,3,0,https://open.spotify.com/artist/2NJPOM1t0u4xml7EFTaAaP
Nhật Nguyễn,341,26,https://open.spotify.com/artist/6eUUjjYb09fbBMwsyRFaSt
Trung Đức,5472,18,https://open.spotify.com/artist/27JWhNGAoKQuFWso4huqMg
Huỳnh Mộng Như,515,17,https://open.spotify.com/artist/110SoJNHX7cnm4TZ8knBfb
Andree Right Hand,398501,55,https://open.spotify.com/artist/4grjJqg7iwQ8RKHs8d9Snh
Kim Chi Sun,5170,30,https://open.spotify.com/artist/6R5x0FCE48rOtZjazPbRyh
Kim Huệ,0,0,https://open.spotify.com/artist/4ST1BJ5q8pt4lnlIoXQOz2
Ngọc Hương,533,5,https://open.spotify.com/artist/7xRXorlQEHpYPzQdgta0en
SpideyBoy,5381,44,https://open.spotify.com/artist/3unhO6qR1h6msBm7QSUdPF
Giang Hong Ngoc,9072,31,https://open.spotify.com/artist/1vuXGfUQ15YoFnM2V49rF5
Kewtiie,40820,51,https://open.spotify.com/artist/0wATZebE9ZNj7fTjTdwiJB
Van Môn,0,0,https://open.spotify.com/artist/2tH12Of9YOCwRsHnXMXaJg
Hoàng Hải,4665,35,https://open.spotify.com/artist/4klhLtpyQWyGGl1MXIzwMh
Giang Pham,2376,38,https://open.spotify.com/artist/6OxNVd9jJ2IbNrOjHdcpJZ
365DaBand,462,10,https://open.spotify.com/artist/3T0DQqf12WVrbkSvmuNin3
Cẩm Tiên,447,2,https://open.spotify.com/artist/5CWbjJEcESDv39xSLX8oYc
UMIE,130038,47,https://open.spotify.com/artist/6fIF1TzV4K21TUWPXoQDAj
MEGAZETZ,511,18,https://open.spotify.com/artist/6LILNyIuxnQmeo1i2iW2Rt
Dfoxie37,6353,34,https://open.spotify.com/artist/4zg9WrDAFl1dGh2eSWLnOG
APJ,672,29,https://open.spotify.com/artist/2vxQEhXHnAl6c960nAHVfg
Han Sara,199225,42,https://open.spotify.com/artist/7sI2avJ3MyFstC9oKNM7py
Thanh Hải,25,1,https://open.spotify.com/artist/2tH9DsAN5LhuLYw5ohN7Gf
Clean Bandit,5758086,75,https://open.spotify.com/artist/6MDME20pz9RveH9rEXvrOM
Kiều Chi,10698,40,https://open.spotify.com/artist/15qIW0R8ys6DkGKygGnMEN
Kay Trần,32,13,https://open.spotify.com/artist/5GvLotvVjdKDE6HPAKmDVu
Tommy Tèo,6706,29,https://open.spotify.com/artist/3aIfh22ITF4DOo2TwESa2W
Lukas Graham,2571259,70,https://open.spotify.com/artist/25u4wHJWxCA9vO0CzxAbK7
NSND Diệp Lang,0,0,https://open.spotify.com/artist/3nsYfQ4jMYarbZlg54gndl
Bằng Cường,33302,23,https://open.spotify.com/artist/2VXGxxVL7SU8wbYziQKMlE
Đinh Mạnh Ninh,5329,26,https://open.spotify.com/artist/1G2yxRuuHv9mev4EHZzbXw
Phượng Nhung,0,0,https://open.spotify.com/artist/3WINvD7Dk6VYXS9VnTyX7l
Théâtre National du Viet-Nam,69,0,https://open.spotify.com/artist/1TmQgJJwOaJAG51rWt7St3
Helinn,1041,39,https://open.spotify.com/artist/1Mvyth8k2SUg7F2H3HKjvT
Thanh Hải,12,0,https://open.spotify.com/artist/6m3xT938OduUW1AlCDruQG
SlimV,1893,36,https://open.spotify.com/artist/2m8Bk9or6quybzoQbM0zQt
Lương Bằng Quang,1429,14,https://open.spotify.com/artist/2qyEw72uyaU4SSPho6pyRp
Cô Tư Bé,0,0,https://open.spotify.com/artist/5FZ6uA4G4D18zsB9UC215h
Chau Gia Kiet,14936,2,https://open.spotify.com/artist/0hPbtTlz9w8JTTaH8KzkuI
Negav,288125,61,https://open.spotify.com/artist/4fg8aMZ23d2bxKz7r2vt9v
Híu,13339,25,https://open.spotify.com/artist/2J5B9kGwZXEaP7Ys4ai9Qz
CROW ON HYENAS,10182,21,https://open.spotify.com/artist/1ZCY6tbHfF0X4oXZJKSXCZ
Thiên Khôi,308,2,https://open.spotify.com/artist/3Jv5XSM6ZVKyMIot25uKnO
titie,2636,45,https://open.spotify.com/artist/2I8garg5B5BsdmetbsXsjG
Dan Chi,3376,19,https://open.spotify.com/artist/6ZfQISILvwqJuI7V5cbju1
guHancci,2504,15,https://open.spotify.com/artist/7pNeKzRW0R0lXR7rL7qWd3
Huyền Thoại,131,4,https://open.spotify.com/artist/2l22yqE1UxgOclckhkIc2d
Xuan Tuyen,54,0,https://open.spotify.com/artist/6SrIw8WQTV3gDJCvbLDCw5
Thúy Anh,209,9,https://open.spotify.com/artist/7eTjqPWwUFH0g6EV8IXykv
Dương Hồng Loan,38303,28,https://open.spotify.com/artist/0HCHCbu99MF7kfRudGZceI
fueled by boba,1516,39,https://open.spotify.com/artist/4NKeJPVrlhASY3FXkQsLGn
Choco Trúc Phương,1815,21,https://open.spotify.com/artist/2t8L7S8i9Bm3ftU0RWuXbv
Thương Võ,27547,35,https://open.spotify.com/artist/53GiBeVA3f0NoX5ZR3FCZH
W/N,1555952,58,https://open.spotify.com/artist/6NF9Oa4ThQWCj6mogFSrVD
Saka Trương Tuyền,34231,25,https://open.spotify.com/artist/06SicyiJaPtTdRWR015ZKw
Thảo My,166,8,https://open.spotify.com/artist/2Uo0JFwYyqwHXiL4MdSZEi
Phương Quang,80,1,https://open.spotify.com/artist/1Ws2hReEPlV3qwFveFO9n1
RPT MCK,1162091,61,https://open.spotify.com/artist/1zSv9qZANOWB4HRE8sxeTL
Lâm Chấn Huy,17623,23,https://open.spotify.com/artist/5gxYs21La8IcjUoMoSPwCN
Kim Tử Long,1781,15,https://open.spotify.com/artist/1hOTk0ce1aMuDrOC9WV082
Dmean,125,27,https://open.spotify.com/artist/0aaNbJrw0c0R4vIBeUmQCa
Nguyên Hạnh,0,1,https://open.spotify.com/artist/1Rrap4kpUH4Ig56oholSk4
VoVanDuc,9456,34,https://open.spotify.com/artist/0MMvhtfFn1izZ6EeSSPBQW
Khởi My,174467,38,https://open.spotify.com/artist/4zRG1PU5uAC6ah9yeuxfFi
Jank,56728,41,https://open.spotify.com/artist/1ZlNyL0lpTRXyotxiHvgCl
Hào,68356,44,https://open.spotify.com/artist/41o2x1AJ6KzUiz6JxYtCtJ
Kha,179539,49,https://open.spotify.com/artist/6tWaQSIL7reD85PKStNk28
Nguyễn Vĩnh Bảo,158,2,https://open.spotify.com/artist/70d5ISN7Av3GjhK8Ii6Smd
HNGTOOM,63,10,https://open.spotify.com/artist/3390uPUNzPpul33JUzucBE
NS Năm Cơ,1,0,https://open.spotify.com/artist/0iDqzaDkZGmSY8R103pkV1
Lil Van,47227,45,https://open.spotify.com/artist/5MTrg4flzchU1dnhISyKEF
Trịnh Nam Sơn,4505,29,https://open.spotify.com/artist/55U98QFBJAkjC7bDfpVqtg
Lăng LD,24246,44,https://open.spotify.com/artist/0EOMdQwzUG6CKh9oWvcANr
267,12643,42,https://open.spotify.com/artist/1jLM6ulW6ldwRWX9smNYmt
Lena,28759,34,https://open.spotify.com/artist/4WxO9PBJlzYXOmtln97gnT
Hương Ly,121231,39,https://open.spotify.com/artist/3NckpPMWZSEus6PyV6LoVc
Sick3r,183,5,https://open.spotify.com/artist/0UT5mYcEpqdPXan0dtahpz
Ngắn,41751,47,https://open.spotify.com/artist/4Xz2dDcMF1DDfwFcr8Xa5P
Dạ Hương,79,3,https://open.spotify.com/artist/29OLKLS6yZ7SDjzRbYMobj
HuyR,246409,40,https://open.spotify.com/artist/3B3UoHY8tKJ6zmyYZhkDSZ
Kim Chi,1696,10,https://open.spotify.com/artist/3PgAVt9j0SoRYVBhtUun6K
Cain,3856,29,https://open.spotify.com/artist/6kWudkWjOad7NFYhvNfzG0
Nomovodka,4333,35,https://open.spotify.com/artist/79BbybQeUyNyFB8ghq4neb
Liêng Chi,0,0,https://open.spotify.com/artist/7f8ulYLUhm8CTo4Ln7r5Wh
Pham Anh Chang,1,0,https://open.spotify.com/artist/74YiiAPJZsyPFdz2WOX5cr
Chọn gì? Chọn đi!,962,38,https://open.spotify.com/artist/61ydMyohF67xBZmWSPA3YQ
Flymingo,1243,31,https://open.spotify.com/artist/4iQrbBMUZeRFvCLsPmZb7B
OnlyC Karik,36375,7,https://open.spotify.com/artist/4MWvexpfvuORfFU1XF5G2A
Ngọc Sơn,31884,22,https://open.spotify.com/artist/4HmgBcUQQrxZ9UgzoBW7RJ
Ba Vân,14,0,https://open.spotify.com/artist/0zYk1SYxbXEY5m4oOAc6hi
Bạch Tuyết,210,3,https://open.spotify.com/artist/03090B2s1IEqRxoknjscgV
Cai Luong 1975,1924,5,https://open.spotify.com/artist/3zTOEIJ8bGWtIl3WK0uViC
masew,4499,6,https://open.spotify.com/artist/5ludNdrJqip4vZG2Mh3kbP
Gia Huy,6489,32,https://open.spotify.com/artist/6hAJSs1BJmWdXo4K7Lexah
Sugar Cane,75,20,https://open.spotify.com/artist/0dxoTPoa0aXYlevHgpROKE
Drum7,14610,49,https://open.spotify.com/artist/0gsqfuR0OFF5SSai7lsPrj
Kim Thanh,9,0,https://open.spotify.com/artist/31XV5ishkfQO8UoB9UT5Zg
sy,105,32,https://open.spotify.com/artist/7eiLshFe5Gg4tik2JmwGNU
Chuột Sấm Sét,17964,32,https://open.spotify.com/artist/0Gdbr9myXctE3u0jKahkFo
Tấn Tài,1223,8,https://open.spotify.com/artist/6xYpHGqvPIfJKTal6zod9v
Đan Trường,62928,34,https://open.spotify.com/artist/5XcfMxmHUiyxc1Q283Nmxj
Kiên Trịnh,72320,34,https://open.spotify.com/artist/5j5vJBQTJARLJspItqVyvE
Hoàng Thống,11128,27,https://open.spotify.com/artist/3fM2WF0qY1Ip9ffVvOzhjo
Rum,18696,35,https://open.spotify.com/artist/2FzQt1F2hU6M2h0w9AZ6kT
Thùy Chi,519480,46,https://open.spotify.com/artist/0l3YAI1xmZKCZBzduST5ft
Ngọc Bích,864,12,https://open.spotify.com/artist/75j55bVBlSx4rtr7h5Umlf
Hề Minh,26,0,https://open.spotify.com/artist/22iWzhlJ5Ub1WGH340eGdu
Minh Cảnh,1843,11,https://open.spotify.com/artist/6VFwS3BxtTbQvZYocWf3dl
TaylorDaClownn,2119,23,https://open.spotify.com/artist/3HZZADizLAtNsAy36T8wiD
Tuyết Hồng,49,0,https://open.spotify.com/artist/4q35LoCjIASWW4kZw6h72D
NamLee,6032,34,https://open.spotify.com/artist/4qUaWOfUkpVho3uRUuFoQI
Đức Anh,1737,33,https://open.spotify.com/artist/1JjEGhZENWaxmk5Ymf43Ss
Instrumental Hòa Tấu,360,6,https://open.spotify.com/artist/1nOm4WknF1MvGRbzmo2OO2
Thế Anh Shinichi,2466,32,https://open.spotify.com/artist/6KVon2JPHz5A89ID6Ckzjt
Liu Grace,108045,36,https://open.spotify.com/artist/5DTQVDm1qjLUoAGC8v85c3
ybapurr,110,24,https://open.spotify.com/artist/15wLQHA9NKvshYLoGDVYjF
kis,26824,40,https://open.spotify.com/artist/6mshB4wc19nPYxpdbtWkz9
Mai Tiến Dũng,19760,38,https://open.spotify.com/artist/4WBjLLe7H2Rqha7SSA0rLY
Tuấn Hưng,309133,49,https://open.spotify.com/artist/7l7DZWQaVIS13zFgSf7eb4
Ba Túy,1,1,https://open.spotify.com/artist/3A16hkeLRanfG2PzM4kDWR
Trúc Ly,134,1,https://open.spotify.com/artist/4rtx5bi3H8xsZopN3Jq0oD
Killic,2577,35,https://open.spotify.com/artist/5Zosih1NRDj5W7mruPqfpu
Đức Trường,3361,38,https://open.spotify.com/artist/4R2engiAed6QeIV63PDAz0
Hà Nhi,336320,47,https://open.spotify.com/artist/3XOuN4VDN4EL0GjKov5mWL
Thuy Van,220,16,https://open.spotify.com/artist/07odSEW1wtbYlVL3Xt31um
Út Bạch Lan,761,5,https://open.spotify.com/artist/3kUF7DGVO0SyRo8c87KPO7
